bin,doitt_id,created_date,last_edited_date,height_roof,planimetrics_height,height_difference
1089960,1288804,2019-03-21,2019-08-16,485.00000000,169.74444593,315.25555407
1004126,1292517,2020-05-27,2020-06-08,105.34000000,71.17274566,34.16725434
1090389,1282695,2017-10-25,2017-10-25,145.00000000,166.12246808,21.12246808
1090675,1288273,2019-01-23,2019-08-16,160.00000000,175.84468315,15.84468315
1090896,1291852,2020-01-16,2020-01-16,57.00000000,54.86840000,2.13160000
1090192,1280017,2017-04-20,2017-11-22,778.00000000,737.10123501,40.89876499
1090196,1287705,2018-11-19,2018-11-19,67.00000000,69.99924473,2.99924473
1083192,1286279,2018-08-22,2018-08-22,11.00000000,14.60299236,3.60299236
1015052,1284464,2018-04-24,2018-04-24,213.00000000,218.43346196,5.43346196
1063162,1285955,2018-08-06,2018-12-07,31.44000000,28.69194067,2.74805933
1090772,1285956,2018-08-06,2018-12-20,10.40000000,9.59123505,0.80876495
1082350,1291360,2019-11-26,2019-12-05,196.00000000,190.28157320,5.71842680
1090486,1283504,2018-01-04,2022-05-24,95.00000000,101.51495776,6.51495776
1046967,1281126,2017-06-02,2017-08-22,85.04000000,81.59676061,3.44323939
1083707,1278338,2017-03-01,2017-08-22,28.16000000,40.25583699,12.09583699
1090443,1290459,2019-08-27,2023-07-13,511.00000000,506.33148421,4.66851579
1090635,1284736,2018-05-17,2023-07-13,162.00000000,181.10986159,19.10986159
1090387,1282288,2017-09-18,2023-07-14,410.00000000,404.07574382,5.92425618
1089828,1284192,2018-03-21,2023-07-14,85.00000000,48.90048483,36.09951517
1076461,1283976,2018-02-22,2018-12-20,11.00000000,13.35854888,2.35854888
1090774,1284001,2018-02-23,2018-12-20,17.00000000,15.50538376,1.49461624
1089325,1284018,2018-02-26,2018-02-26,103.00000000,101.68858457,1.31141543
1090596,1284013,2018-02-26,2018-12-07,74.00000000,65.20625810,8.79374190
1089702,1283909,2018-02-20,2018-02-20,85.00000000,87.34053146,2.34053146
1089388,1283927,2018-02-21,2018-02-21,44.00000000,64.78187372,20.78187372
1090618,1285096,2018-06-12,2018-11-05,89.00000000,243.28328367,154.28328367
1088871,1284964,2018-05-29,2024-05-03,301.00000000,302.55341594,1.55341594
1090165,1280749,2017-05-08,2017-10-03,196.00000000,220.48238485,24.48238485
1018013,1290461,2019-08-27,2019-08-27,145.00000000,249.83918704,104.83918704
1090390,1288650,2019-03-12,2020-01-23,132.00000000,151.37850325,19.37850325
1090825,1284912,2018-05-24,2023-07-18,1401.00000000,1272.84170320,128.15829680
1090672,1291244,2019-11-15,2019-12-05,85.00000000,58.20547630,26.79452370
1090700,1286370,2018-08-27,2019-01-22,120.00000000,120.04009012,0.04009012
1090264,1281264,2017-06-13,2019-01-22,80.00000000,82.38182113,2.38182113
1090585,1284367,2018-04-18,2019-01-22,92.00000000,94.65958236,2.65958236
1090251,1284465,2018-04-24,2019-01-22,85.00000000,98.36855664,13.36855664
1090404,1284739,2018-05-17,2019-01-22,361.00000000,353.03601713,7.96398287
1090826,1288266,2019-01-23,2019-08-16,145.00000000,130.88287428,14.11712572
1090817,1289915,2019-06-26,2019-08-16,185.00000000,218.69299162,33.69299162
1019158,1290694,2019-09-23,2019-12-05,60.00000000,67.39696696,7.39696696
1090184,1277640,2017-02-17,2019-10-31,952.00000000,951.07718984,0.92281016
1090729,1288816,2019-03-21,2023-07-19,60.00000000,65.14280477,5.14280477
1014986,1290984,2019-10-24,2019-12-05,85.00000000,477.79315768,392.79315768
1090580,1285208,2018-06-20,2019-12-04,88.00000000,75.54275118,12.45724882
1090218,1292395,2020-04-03,2023-07-17,80.00000000,82.58318993,2.58318993
1090661,1292498,2020-05-18,2024-05-03,327.00000000,328.73716204,1.73716204
1013740,1293497,2020-11-19,2023-07-17,75.00000000,79.52866236,4.52866236
1090751,1287684,2018-11-15,2019-01-22,29.00000000,40.56065092,11.56065092
1090662,1291822,2020-01-15,2024-05-03,294.00000000,273.76610188,20.23389812
1090786,1293615,2020-12-16,2023-07-17,349.00000000,335.10004801,13.89995199
1091671,1294316,2021-04-19,2024-05-07,637.00000000,608.08539779,28.91460221
1090848,1294809,2021-06-27,2021-06-27,210.00000000,214.59952709,4.59952709
1090671,1290514,2019-09-03,2021-06-15,165.00000000,323.52289754,158.52289754
1091693,1283674,2018-02-06,2021-11-29,135.00000000,155.38659800,20.38659800
1090163,1295340,2021-09-08,2023-01-20,128.00000000,156.80765935,28.80765935
1090708,1288800,2019-03-21,2019-10-21,194.00000000,228.38165106,34.38165106
1030896,1282118,2017-09-05,2018-12-07,221.00000000,214.83915541,6.16084459
1088670,1284034,2018-02-27,2018-02-27,69.00000000,63.47470390,5.52529610
1087151,1287646,2018-11-09,2018-11-09,42.00000000,25.23320354,16.76679646
1090897,1291851,2020-01-16,2020-01-16,57.00000000,54.08510001,2.91489999
1090776,1292454,2020-05-04,2024-05-03,94.00000000,69.69086817,24.30913183
1090379,1287997,2018-12-12,2018-12-12,203.00000000,227.87964576,24.87964576
1090730,1287043,2018-10-04,2018-10-05,60.00000000,63.12466404,3.12466404
1090329,1284523,2018-04-30,2018-04-30,192.00000000,189.56689593,2.43310407
1090597,1284573,2018-05-07,2018-05-11,257.00000000,262.98937703,5.98937703
1089291,1283901,2018-02-20,2021-10-13,80.00000000,85.83311487,5.83311487
1090478,1283924,2018-02-21,2019-12-04,68.00000000,69.38024899,1.38024899
1090712,1287602,2018-11-08,2018-11-08,90.00000000,86.01766809,3.98233191
1090217,1279549,2017-04-03,2022-01-07,135.00000000,135.11710527,0.11710527
1090415,1282647,2017-10-18,2017-10-18,213.00000000,205.88512467,7.11487533
1090460,1283256,2017-12-11,2021-12-13,144.00000000,146.64606976,2.64606976
1090451,1283104,2017-11-27,2023-07-20,246.00000000,295.13710228,49.13710228
1089769,1284261,2018-03-29,2023-04-06,459.00000000,461.58013353,2.58013353
1088835,1284072,2018-03-09,2018-03-09,80.00000000,82.58190933,2.58190933
1080015,1282167,2017-09-07,2017-09-07,34.99494118,31.29244119,3.70249999
1090252,1283938,2018-02-22,2018-02-22,75.00000000,71.75846184,3.24153816
1090570,1283939,2018-02-22,2018-02-28,149.00000000,150.29278132,1.29278132
1089808,1283940,2018-02-22,2018-02-28,149.00000000,141.19919457,7.80080543
1090593,1284019,2018-02-26,2018-05-23,73.00000000,86.31118440,13.31118440
1090552,1283814,2018-02-13,2018-02-13,60.00000000,71.73754706,11.73754706
1080913,1283934,2018-02-21,2018-02-21,66.00000000,73.69320137,7.69320137
1090648,1285095,2018-06-11,2023-07-20,246.00000000,229.46327306,16.53672694
1090157,1285000,2018-06-05,2018-06-05,45.00000000,44.19881864,0.80118136
1090333,1281534,2017-07-13,2018-12-20,63.00000000,63.45513256,0.45513256
1090856,1288178,2018-12-31,2020-01-23,60.00000000,62.66446192,2.66446192
1090688,1286121,2018-08-14,2018-08-14,189.00000000,43.99778887,145.00221113
1090229,1285080,2018-06-08,2019-08-16,120.00000000,119.95274152,0.04725848
1090906,1292144,2020-02-25,2020-02-25,73.00000000,79.60090181,6.60090181
1083180,1284203,2018-03-22,2019-01-22,30.00000000,33.28817804,3.28817804
1090468,1283547,2018-01-05,2019-01-22,80.00000000,93.52933116,13.52933116
1090341,1283580,2018-01-09,2019-01-22,72.00000000,73.22694212,1.22694212
1090527,1283757,2018-02-10,2022-07-06,157.00000000,151.29584979,5.70415021
1089853,1284022,2018-02-27,2021-12-22,253.00000000,254.91765306,1.91765306
1090584,1284202,2018-03-22,2019-01-22,191.00000000,196.38779630,5.38779630
1090374,1284670,2018-05-15,2019-01-22,393.00000000,401.61372639,8.61372639
1090691,1290007,2019-07-19,2023-01-17,378.00000000,32.55035617,345.44964383
1090691,1290007,2019-07-19,2023-01-17,378.00000000,374.14998335,3.85001665
1090416,1282656,2017-10-20,2019-10-31,95.00000000,283.98707501,188.98707501
1088829,1282658,2017-10-20,2019-10-31,55.00000000,55.87615507,0.87615507
1090322,1288175,2018-12-31,2019-12-04,85.00000000,89.58500105,4.58500105
1012317,1290744,2019-10-01,2023-07-20,110.00000000,122.14140147,12.14140147
1013259,1284323,2018-04-12,2020-01-28,44.00000000,47.30739121,3.30739121
1089974,1293490,2020-11-18,2023-11-02,44.00000000,299.78635544,255.78635544
1090938,1290781,2019-10-07,2020-07-13,38.00000000,28.02172382,9.97827618
1090941,1290489,2019-08-29,2020-07-17,11.00000000,20.75173042,9.75173042
1090103,1292742,2020-07-20,2020-07-20,120.00000000,136.01724936,16.01724936
1090742,1292759,2020-07-22,2020-07-22,120.00000000,122.00585455,2.00585455
1004245,1293034,2020-09-03,2021-09-16,120.00000000,137.64998576,17.64998576
1049869,1293100,2020-09-16,2023-07-21,215.00000000,250.35891978,35.35891978
1090529,1286680,2018-09-13,2019-01-22,418.00000000,366.60375645,51.39624355
1090205,1279325,2017-03-17,2019-12-04,135.00000000,149.97164212,14.97164212
1090977,1295358,2021-09-09,2021-09-09,65.00000000,71.18837626,6.18837626
1090809,1294069,2021-03-03,2021-03-03,14.00000000,45.73837969,31.73837969
1090955,1294114,2021-03-09,2021-03-09,312.00000000,290.77359105,21.22640895
1053577,1294192,2021-03-25,2021-03-25,80.00000000,73.54274382,6.45725618
1091575,1294946,2021-07-15,2021-09-17,636.00000000,600.90139704,35.09860296
1090579,1294950,2021-07-16,2022-12-29,375.00000000,83.98199999,291.01800001
1090858,1295112,2021-08-03,2021-08-03,15.00000000,-10.79572862,25.79572862
1090973,1295094,2021-07-30,2021-07-30,10.00000000,10.88243331,0.88243331
1088859,1295170,2021-08-19,2021-08-19,195.00000000,196.22031462,1.22031462
1090881,1295195,2021-08-20,2021-08-20,60.00000000,66.01356843,6.01356843
1091713,1294647,2021-06-10,2022-08-09,75.00000000,84.03236651,9.03236651
1090978,1295282,2021-09-02,2021-09-02,66.00000000,68.94318056,2.94318056
1090524,1288801,2019-03-21,2023-09-29,264.00000000,804.05043235,540.05043235
1090689,1286123,2018-08-14,2018-08-14,189.00000000,43.99778887,145.00221113
1090670,1283907,2018-02-20,2023-07-26,42.00000000,46.39583641,4.39583641
1090131,1289113,2019-04-12,2019-08-16,50.00000000,45.27260958,4.72739042
1089888,1288267,2019-01-23,2019-08-16,80.00000000,83.73983536,3.73983536
1090898,1291850,2020-01-16,2020-05-15,57.00000000,53.93510001,3.06489999
1090589,1287459,2018-10-24,2018-10-24,18.00000000,19.02545947,1.02545947
1090230,1286709,2018-09-17,2022-04-06,92.00000000,93.26353298,1.26353298
1090206,1284462,2018-04-24,2018-04-24,81.00000000,85.13356046,4.13356046
1090603,1284466,2018-04-24,2023-02-10,47.00000000,47.57401398,0.57401398
1090300,1286814,2018-09-20,2018-12-07,38.00000000,18.71702883,19.28297117
1090189,1290473,2019-08-28,2023-10-24,60.00000000,68.94656101,8.94656101
1085637,1283263,2017-12-13,2017-12-13,16.00000000,19.73904616,3.73904616
1057518,1282256,2017-09-14,2017-09-14,72.62653952,62.47770080,10.14883872
1080017,1282166,2017-09-07,2017-09-07,34.99494118,37.69790825,2.70296707
1089826,1284194,2018-03-21,2023-07-14,85.00000000,48.90048483,36.09951517
1090566,1283944,2018-02-22,2018-02-23,55.00000000,59.54776790,4.54776790
1050273,1284031,2018-02-27,2018-02-27,47.00000000,47.14284494,0.14284494
1090649,1284033,2018-02-27,2018-06-18,69.00000000,43.58652740,25.41347260
1089903,1285162,2018-06-18,2023-07-26,199.00000000,194.70302627,4.29697373
1090311,1281475,2017-07-07,2017-08-22,133.00000000,142.30139575,9.30139575
1090643,1284999,2018-06-05,2018-06-05,57.00000000,68.14493721,11.14493721
1091658,1293876,2021-01-27,2021-02-22,275.00000000,270.57003347,4.42996653
1082872,1288510,2019-02-27,2019-02-27,120.00000000,117.32380001,2.67619999
1090453,1283145,2017-12-01,2019-06-27,85.00000000,85.95742352,0.95742352
1090200,1279147,2017-03-17,2019-12-04,147.00000000,151.90819235,4.90819235
1090446,1283255,2017-12-11,2022-09-21,135.00000000,169.82058996,34.82058996
1090480,1288575,2019-03-04,2019-03-04,85.00000000,95.99747894,10.99747894
1090710,1294198,2021-03-31,2021-04-05,87.00000000,98.59916323,11.59916323
1079727,1292308,2020-03-16,2024-05-03,75.00000000,81.81092870,6.81092870
1087137,1291519,2019-12-17,2020-01-06,123.00000000,54.96634485,68.03365515
1008181,1292647,2020-07-02,2024-05-03,150.00000000,154.06374789,4.06374789
1090147,1285064,2018-06-07,2019-01-22,333.00000000,351.99150088,18.99150088
1089843,1284461,2018-04-24,2019-01-22,210.00000000,211.01975857,1.01975857
1090403,1284678,2018-05-15,2019-01-22,23.00000000,21.82155031,1.17844969
1089660,1282058,2017-08-30,2019-01-22,188.00000000,165.55509681,22.44490319
1090586,1290491,2019-08-29,2019-12-04,130.00000000,158.22924711,28.22924711
1089537,1290572,2019-09-10,2019-12-04,160.00000000,88.77556200,71.22443800
1090497,1290716,2019-09-24,2019-12-05,64.00000000,58.96443270,5.03556730
1090834,1290726,2019-09-25,2019-12-05,50.00000000,49.49624073,0.50375927
1090714,1288837,2019-03-25,2019-12-04,41.00000000,67.81840199,26.81840199
1089379,1290769,2019-10-04,2019-12-05,120.00000000,126.02517447,6.02517447
1090139,1290799,2019-10-08,2019-12-05,143.00000000,147.77617072,4.77617072
1089891,1291664,2020-01-06,2022-07-07,260.00000000,284.68312762,24.68312762
1090891,1291658,2020-01-06,2020-01-22,30.00000000,93.31834541,63.31834541
1090391,1288209,2019-01-10,2021-04-23,155.00000000,156.97394844,1.97394844
1090142,1289959,2019-07-01,2021-12-14,168.00000000,175.18095811,7.18095811
1090232,1288544,2019-02-28,2020-08-28,166.00000000,159.61090505,6.38909495
1006579,1293011,2020-08-28,2020-08-28,65.00000000,79.39465199,14.39465199
1030358,1293191,2020-10-02,2023-07-26,668.00000000,654.74803629,13.25196371
1090752,1287685,2018-11-15,2019-01-22,29.00000000,40.16065092,11.16065092
1090956,1293848,2021-01-26,2021-02-25,20.00000000,30.78356953,10.78356953
1090721,1294351,2021-04-27,2024-05-03,306.00000000,322.42970624,16.42970624
1020363,1294937,2021-07-13,2021-07-13,65.03000000,65.25700000,0.22700000
1089809,1294944,2021-07-13,2021-07-13,95.00000000,106.21692096,11.21692096
1088667,1294699,2021-06-16,2021-06-16,35.50060263,16.32618669,19.17441594
1019620,1295906,2021-11-09,2022-10-21,145.00000000,145.51169953,0.51169953
1090803,1295907,2021-11-09,2021-11-09,265.00000000,294.80054317,29.80054317
1090678,1288810,2019-03-21,2019-08-16,60.00000000,84.17878134,24.17878134
1090305,1292461,2020-05-07,2024-05-03,388.00000000,390.60015269,2.60015269
1090492,1292646,2020-07-02,2021-05-03,80.00000000,82.18341247,2.18341247
1089538,1281893,2017-08-11,2018-12-07,285.00000000,277.59069358,7.40930642
1090900,1291847,2020-01-16,2020-01-16,57.00000000,53.99510001,3.00489999
1003794,1286219,2018-08-16,2018-08-16,89.00000000,75.52190640,13.47809360
1090392,1284738,2018-05-17,2019-02-20,203.00000000,215.08155684,12.08155684
1090735,1287418,2018-10-16,2018-10-18,75.00000000,78.31039825,3.31039825
1090210,1284530,2018-04-30,2018-05-03,66.00000000,67.32685543,1.32685543
1085591,1286550,2018-09-05,2018-09-05,125.31000000,126.25640243,0.94640243
1082396,1286477,2018-08-30,2018-08-30,55.95000000,54.63694860,1.31305140
1090762,1287471,2018-10-25,2018-11-08,50.00000000,51.34404783,1.34404783
1089957,1289099,2019-04-11,2023-07-26,240.00000000,246.39357479,6.39357479
1090790,1288133,2018-12-19,2022-12-16,80.00000000,83.73453920,3.73453920
1087217,1288191,2019-01-03,2019-01-03,646.97973900,134.39976435,512.57997465
1090261,1283376,2017-12-20,2018-12-07,196.00000000,203.65221085,7.65221085
1018164,1279443,2017-03-28,2022-12-16,128.83000000,127.45629851,1.37370149
1090461,1283262,2017-12-12,2017-12-12,135.00000000,140.20109333,5.20109333
1080837,1282729,2017-10-31,2017-10-31,430.73000000,147.59724399,283.13275601
1050020,1284036,2018-02-27,2018-02-27,50.00000000,47.60843101,2.39156899
1090594,1283865,2018-02-15,2018-12-07,60.00000000,69.97876186,9.97876186
1089444,1283908,2018-02-20,2023-07-26,60.00000000,65.45089491,5.45089491
1090652,1285132,2018-06-15,2018-06-18,66.00000000,68.55809803,2.55809803
1090533,1283669,2018-02-01,2023-07-26,113.00000000,137.88889286,24.88889286
1090130,1283581,2018-01-09,2018-11-05,65.00000000,65.26475270,0.26475270
1090502,1283606,2018-01-25,2018-01-25,60.00000000,64.84961530,4.84961530
1090645,1288539,2019-02-28,2019-02-28,120.00000000,132.78690585,12.78690585
1090386,1282260,2017-09-15,2023-05-10,663.00000000,644.27057830,18.72942170
1090414,1282646,2017-10-18,2019-12-04,239.00000000,239.66399667,0.66399667
1090756,1287689,2018-11-15,2019-01-22,36.00000000,43.40760493,7.40760493
1090191,1278883,2017-03-09,2023-07-28,120.00000000,131.32685095,11.32685095
1089662,1283505,2018-01-04,2019-01-22,116.00000000,131.88073041,15.88073041
1090384,1284044,2018-02-28,2019-01-22,210.00000000,211.17812996,1.17812996
1090406,1284325,2018-04-12,2023-07-28,120.00000000,132.41995409,12.41995409
1089664,1284578,2018-05-07,2023-11-02,702.00000000,701.28847319,0.71152681
1090436,1284741,2018-05-17,2019-01-22,119.00000000,154.68999904,35.68999904
1090271,1289762,2019-06-14,2019-08-16,27.00000000,29.92000000,2.92000000
1088693,1290696,2019-09-23,2021-10-04,80.00000000,80.95644518,0.95644518
1090180,1277275,2017-02-15,2021-10-04,1550.00000000,1544.82152047,5.17847953
1090476,1288531,2019-02-27,2019-11-01,335.00000000,335.81214612,0.81214612
1090832,1288436,2019-02-19,2023-05-10,900.00000000,861.43179203,38.56820797
1089905,1291666,2020-01-06,2022-07-07,160.00000000,184.72581119,24.72581119
1090636,1284737,2018-05-17,2023-07-26,265.00000000,282.73748401,17.73748401
1090681,1285754,2018-07-16,2020-08-18,199.00000000,175.24649591,23.75350409
1090639,1283146,2017-12-01,2023-07-26,160.00000000,191.14621244,31.14621244
1080098,1282265,2017-09-15,2019-09-19,138.00000000,130.44129676,7.55870324
1090571,1291691,2020-01-08,2020-01-08,138.00000000,138.72489309,0.72489309
1090754,1287687,2018-11-15,2019-01-22,29.00000000,36.16065092,7.16065092
1014563,1292661,2020-07-07,2020-07-07,120.00000000,124.89402431,4.89402431
1056462,1293669,2020-12-29,2020-12-29,152.00000000,167.99599768,15.99599768
1089831,1284682,2018-05-15,2019-12-04,778.00000000,57.47448897,720.52551103
1023395,1293922,2021-02-02,2021-02-02,403.00000000,401.08399994,1.91600006
1090357,1288858,2019-03-26,2021-02-24,80.00000000,81.08477217,1.08477217
1090957,1294047,2021-02-25,2021-02-25,8.00000000,12.31872638,4.31872638
1054682,1294852,2021-07-01,2021-07-01,60.00000000,212.21636825,152.21636825
1091686,1295116,2021-08-04,2021-08-04,120.00000000,74.42471338,45.57528662
1022058,1289776,2019-06-17,2021-06-08,11.00000000,-16.05980931,27.05980931
1090655,1294648,2021-06-10,2021-06-10,80.00000000,115.94192825,35.94192825
1090954,1294690,2021-06-15,2023-07-27,140.00000000,140.55994401,0.55994401
1089738,1284473,2018-04-25,2021-06-15,290.00000000,313.15632007,23.15632007
1091698,1295221,2021-08-24,2021-09-20,70.00000000,101.64018854,31.64018854
1090979,1295800,2021-10-27,2021-10-27,27.00000000,3.99474533,23.00525467
1087083,1295940,2021-11-16,2022-10-21,260.00000000,193.06898934,66.93101066
1091694,1296015,2021-11-29,2021-11-29,25.00000000,25.10729767,0.10729767
1090693,1296043,2021-12-03,2022-07-27,261.00000000,265.37021875,4.37021875
1090693,1296043,2021-12-03,2022-07-27,261.00000000,265.37021875,4.37021875
1090821,1294371,2021-04-28,2023-01-17,60.00000000,48.90874964,11.09125036
1089450,1285153,2018-06-18,2021-11-15,160.00000000,169.70178573,9.70178573
1082113,1286463,2018-08-29,2018-08-29,37.00000000,39.74868404,2.74868404
1089812,1288303,2019-01-28,2019-08-16,60.00000000,62.36736500,2.36736500
1090902,1291845,2020-01-16,2020-01-16,57.00000000,53.26752650,3.73247350
1075486,1292409,2020-04-08,2020-04-08,85.00000000,83.91364923,1.08635077
1090483,1288538,2019-02-28,2019-08-16,80.00000000,93.98838776,13.98838776
1090378,1287998,2018-12-12,2023-08-02,239.00000000,243.15059687,4.15059687
1088696,1286969,2018-10-02,2018-10-02,60.00000000,62.95737298,2.95737298
1079453,1286549,2018-09-05,2018-09-05,125.31000000,24.00313316,101.30686684
1087960,1284520,2018-04-30,2023-08-01,60.00000000,63.84911566,3.84911566
1088215,1287559,2018-11-02,2018-11-02,34.00000000,32.88794473,1.11205527
1083708,1278337,2017-03-01,2017-08-22,28.16000000,64.66950278,36.50950278
1012856,1285744,2018-07-16,2018-07-26,312.00000000,319.06178167,7.06178167
1090665,1290458,2019-08-26,2019-12-05,210.00000000,247.67792403,37.67792403
1057517,1282255,2017-09-14,2017-09-14,72.62653952,69.57442197,3.05211755
1084895,1282257,2017-09-14,2017-09-14,56.02000000,20.46285754,35.55714246
1090450,1283105,2017-11-27,2023-08-02,230.00000000,249.41607792,19.41607792
1090576,1283147,2017-12-01,2023-08-02,224.00000000,238.95254956,14.95254956
1090211,1281256,2017-06-13,2019-08-23,80.00000000,82.34514277,2.34514277
1090211,1281256,2017-06-13,2019-08-23,80.00000000,76.26166042,3.73833958
1089827,1284193,2018-03-21,2023-07-14,85.00000000,48.90048483,36.09951517
1090745,1284009,2018-02-26,2018-11-05,11.00000000,12.05591163,1.05591163
1090779,1284027,2018-02-27,2018-12-20,25.00000000,34.79463013,9.79463013
1090564,1283897,2018-02-20,2018-02-26,47.00000000,56.33158621,9.33158621
1089678,1283937,2018-02-21,2018-02-21,55.00000000,50.45875741,4.54124259
1090556,1283723,2018-02-09,2018-02-09,15.00000000,19.76201133,4.76201133
1064863,1281282,2017-06-15,2017-08-22,59.56000000,59.91982368,0.35982368
1082871,1288509,2019-02-27,2019-02-27,13.77000000,26.95055001,13.18055001
1090690,1286122,2018-08-14,2018-08-14,189.00000000,43.99778887,145.00221113
1082876,1288504,2019-02-26,2019-03-12,13.77000000,15.49900000,1.72900000
1090684,1286126,2018-08-14,2018-08-14,189.00000000,43.99778887,145.00221113
1090328,1287419,2018-10-16,2019-01-22,210.00000000,239.24150573,29.24150573
1089451,1283652,2018-01-29,2019-01-22,154.00000000,171.01199946,17.01199946
1090255,1283895,2018-02-20,2019-01-22,70.00000000,74.16863666,4.16863666
1090722,1290031,2019-07-26,2019-08-16,50.00000000,64.81568076,14.81568076
1090225,1289953,2019-06-28,2019-08-16,75.00000000,78.16726781,3.16726781
1080063,1290660,2019-09-20,2019-12-05,95.00000000,132.79424049,37.79424049
1053453,1290661,2019-09-20,2019-12-05,60.00000000,63.61564645,3.61564645
1090874,1290703,2019-09-24,2019-12-05,70.00000000,80.94809644,10.94809644
1090241,1290706,2019-09-24,2019-12-05,120.00000000,136.40912546,16.40912546
1090409,1290707,2019-09-24,2019-12-05,75.00000000,95.81827710,20.81827710
1090740,1290712,2019-09-24,2022-07-07,130.00000000,137.63187753,7.63187753
1090725,1290729,2019-09-25,2019-12-05,69.00000000,74.91766601,5.91766601
1064765,1290521,2019-09-03,2019-12-05,97.00000000,102.66227907,5.66227907
1082759,1290742,2019-09-30,2019-12-05,300.00000000,345.67317433,45.67317433
1090880,1290756,2019-10-04,2019-12-05,54.00000000,50.74066497,3.25933503
1091568,1290763,2019-10-04,2021-12-20,209.00000000,209.90170531,0.90170531
1090904,1291948,2020-01-29,2020-01-29,104.00000000,103.66820005,0.33179995
1090783,1292737,2020-07-20,2020-07-20,120.00000000,106.70603012,13.29396988
1090686,1286124,2018-08-14,2018-08-14,189.00000000,43.99778887,145.00221113
1090485,1286269,2018-08-21,2020-09-03,140.00000000,159.95250794,19.95250794
1091593,1293122,2020-09-22,2024-04-30,65.00000000,53.47027788,11.52972212
1090685,1286120,2018-08-14,2018-08-14,189.00000000,43.99778887,145.00221113
1090687,1286125,2018-08-14,2018-08-14,189.00000000,43.99778887,145.00221113
1090617,1284627,2018-05-11,2019-01-22,627.00000000,65.39784508,561.60215492
1085569,1287683,2018-11-15,2019-01-22,29.00000000,28.28935494,0.71064506
1090893,1291909,2020-01-24,2020-01-24,28.00000000,27.07669092,0.92330908
1090375,1282009,2017-08-25,2021-04-19,158.00000000,149.43425333,8.56574667
1090475,1288530,2019-02-27,2019-12-04,669.00000000,669.00240684,0.00240684
1090716,1293802,2021-01-20,2023-08-02,230.00000000,265.46276994,35.46276994
1090257,1281127,2017-06-05,2021-04-17,646.00000000,656.88415433,10.88415433
1090298,1282298,2017-09-18,2021-08-16,80.00000000,70.84548995,9.15451005
1090301,1295145,2021-08-16,2021-08-16,230.00000000,218.12980257,11.87019743
1090656,1285650,2018-07-11,2021-08-04,149.00000000,193.80640970,44.80640970
1090788,1290522,2019-09-04,2023-08-02,102.00000000,125.79811393,23.79811393
1090882,1295254,2021-08-30,2021-08-30,77.00000000,64.18832061,12.81167939
1015024,1295538,2021-09-30,2021-09-30,144.00000000,131.18033368,12.81966632
1007085,1295693,2021-10-19,2021-10-19,89.00000000,93.16243076,4.16243076
1030422,1296178,2021-12-20,2021-12-20,219.00000000,57.75277628,161.24722372
1090490,1288603,2019-03-06,2019-08-16,170.00000000,173.69913477,3.69913477
1090548,1288410,2019-02-12,2019-08-16,68.00000000,55.58688776,12.41311224
1090352,1292419,2020-04-16,2020-04-16,11.00000000,13.38261325,2.38261325
1090750,1284073,2018-03-14,2018-11-05,74.00000000,77.06645254,3.06645254
1090104,1279689,2017-04-13,2017-10-17,184.00000000,193.94816099,9.94816099
1090905,1292145,2020-02-25,2020-02-25,45.00000000,61.49183219,16.49183219
1090895,1291853,2020-01-16,2020-01-16,57.00000000,55.04840000,1.95160000
1090901,1291846,2020-01-16,2020-01-16,57.00000000,53.42752650,3.57247350
1090782,1287958,2018-12-10,2018-12-10,82.00000000,102.64398609,20.64398609
1090766,1287897,2018-12-03,2018-12-03,114.00000000,113.49250218,0.50749782
1090760,1287681,2018-11-15,2018-12-07,223.00000000,223.90879555,0.90879555
1090673,1286582,2018-09-07,2018-12-10,120.00000000,133.68621003,13.68621003
1089237,1287481,2018-10-26,2018-10-26,540.00000000,513.79320626,26.20679374
1090692,1286145,2018-08-15,2021-10-04,112.00000000,112.31573732,0.31573732
1090558,1283419,2017-12-27,2019-12-04,90.00000000,81.32624901,8.67375099
1090254,1281111,2017-06-02,2017-08-22,320.00000000,321.21462911,1.21462911
1046966,1281125,2017-06-02,2017-08-22,85.04000000,84.13591247,0.90408753
1089248,1280931,2017-05-17,2023-05-10,344.00000000,329.84816996,14.15183004
1089424,1285662,2018-07-12,2018-07-12,135.00000000,163.55863528,28.55863528
1053941,1282653,2017-10-19,2017-10-19,55.31000000,52.92127926,2.38872074
1089890,1284205,2018-03-22,2018-08-22,121.00000000,132.80856730,11.80856730
1089825,1284195,2018-03-21,2023-07-14,85.00000000,50.87196845,34.12803155
1090582,1284197,2018-03-21,2023-07-31,125.00000000,138.55489122,13.55489122
1080016,1282165,2017-09-07,2017-09-07,34.99494118,31.29244119,3.70249999
1084952,1282071,2017-08-31,2017-08-31,42.09000000,39.53069820,2.55930180
1090717,1283941,2018-02-22,2022-07-07,117.00000000,121.87958876,4.87958876
1090717,1283941,2018-02-22,2022-07-07,117.00000000,124.83813270,7.83813270
1088905,1283948,2018-02-22,2018-02-22,120.00000000,124.44119900,4.44119900
1090434,1282970,2017-11-22,2017-11-22,70.00000000,69.79049328,0.20950672
1090595,1284023,2018-02-27,2018-04-18,60.00000000,63.27224446,3.27224446
1090339,1281843,2017-08-03,2017-08-22,45.00000000,44.34880114,0.65119886
